STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",HU,Hungary,2010,,116,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",HU,Hungary,2012,,113,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",HU,Hungary,2014,,112,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",HU,Hungary,2016,,97,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",HU,Hungary,2018,,86,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",HU,Hungary,2020,,90,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",HU,Hungary,2022,,110,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2004,,34,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2006,,31,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2008,,16,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2010,,74,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2012,,48,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2014,,41,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2016,,35,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2018,,28,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2020,,23,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IE,Ireland,2022,,20,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IS,Iceland,2004,,53,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IS,Iceland,2008,,59,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IS,Iceland,2010,,46,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IS,Iceland,2012,,48,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IS,Iceland,2014,,38,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IS,Iceland,2016,,39,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IS,Iceland,2018,,40,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IS,Iceland,2020,,40,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2004,,51,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2006,,53,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2008,,56,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2010,,61,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2012,,64,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2014,,69,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2016,,69,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2018,,69,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2020,,74,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",IT,Italy,2022,,66,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2004,,261,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2006,,198,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2008,,172,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2010,,110,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2012,,97,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2014,,99,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2016,,101,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2018,,102,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2020,,103,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LT,Lithuania,2022,,96,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2004,,34,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2006,,36,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2008,,26,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2010,,36,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2012,,30,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2014,,20,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2016,,30,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2018,,27,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2020,,26,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LU,Luxembourg,2022,,31,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2004,,74,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2006,,85,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2008,,63,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2010,,75,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2012,,94,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2014,,99,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2016,,68,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2018,,58,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2020,,110,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",LV,Latvia,2022,,85,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",ME,Montenegro,2012,,223,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",ME,Montenegro,2014,,211,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",ME,Montenegro,2016,,189,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",ME,Montenegro,2018,,189,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",ME,Montenegro,2020,,210,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",ME,Montenegro,2022,,175,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MK,North Macedonia,2008,,183,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MK,North Macedonia,2010,,206,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MK,North Macedonia,2012,,1057,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MK,North Macedonia,2014,,268,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MK,North Macedonia,2016,,84,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MK,North Macedonia,2018,,111,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MK,North Macedonia,2020,,107,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MK,North Macedonia,2022,,143,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2004,,58,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2006,,61,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2008,,61,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2010,,56,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2012,,62,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2014,,56,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2016,,66,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2018,,53,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2020,,47,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",MT,Malta,2022,,44,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2004,,70,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2006,,67,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2008,,65,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2010,,68,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2012,,66,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2014,,65,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2016,,63,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2018,,62,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2020,,63,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NL,Netherlands,2022,,56,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2004,,21,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2006,,27,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2008,,27,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2010,,25,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2012,,29,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2014,,25,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2016,,24,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2018,,24,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2020,,22,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",NO,Norway,2022,,22,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2004,,210,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2006,,200,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2008,,176,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2010,,185,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2012,,183,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2014,,186,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2016,,183,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2018,,166,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2020,,148,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PL,Poland,2022,,138,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PT,Portugal,2004,,110,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PT,Portugal,2006,,145,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PT,Portugal,2008,,79,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PT,Portugal,2010,,64,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PT,Portugal,2012,,67,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PT,Portugal,2014,,69,,,,,
dataflow,ESTAT:CEI_PC032(1.0),Generation of waste excluding major mineral wastes per GDP unit,A,Annual,KG_TEUR_CLV10,"Kilograms per thousand euro, chain linked volumes (2010)",PT,Portugal,2016,,68,,,,,
