STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,wst_oper,Waste management operations,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2005,,426,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2006,,459,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2007,,491,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2008,,487,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2009,,470,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2010,,469,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2011,,485,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2012,,477,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2013,,496,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2014,,423,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2015,,421,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2016,,754,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2017,,748,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2018,,739,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2019,,776,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2020,,726,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2021,,799,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2022,,768,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,NO,Norway,2023,,724,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2000,,320,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2001,,290,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2002,,275,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2003,,260,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2004,,256,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2005,,319,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2006,,321,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2007,,322,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2008,,320,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2009,,316,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2010,,316,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2011,,319,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2012,,317,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2013,,297,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2014,,272,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2015,,286,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2016,,307,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2017,,315,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2018,,329,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2019,,336,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2020,,350,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2021,,370,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2022,,364,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PL,Poland,2023,,367,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2000,,457,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2001,,454,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2002,,441,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2003,,449,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2004,,445,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2005,,452,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2006,,465,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2007,,471,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2008,,518,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2009,,520,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2010,,516,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2011,,490,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2012,,453,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2013,,439,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2014,,452,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2015,,459,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2016,,472,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2017,,484,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2018,,504,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2019,,510,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2020,,508,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2021,,510,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2022,,508,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,PT,Portugal,2023,,505,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2000,,355,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2001,,341,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2002,,385,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2003,,353,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2004,,349,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2005,,383,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2006,,396,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2007,,391,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2008,,411,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2009,,381,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2010,,313,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2011,,259,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2012,,251,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2013,,254,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2014,,249,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2015,,247,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2016,,261,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2017,,272,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2018,,272,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2019,,280,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2020,,290,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2021,,302,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RO,Romania,2022,,303,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2006,,233,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2007,,280,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2008,,347,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2009,,360,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2010,,363,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2011,,375,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2012,,364,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2013,,336,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2014,,299,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2015,,259,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2016,,268,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2017,,306,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2018,,319,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2019,,338,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2020,,427,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2021,,442,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2022,,473,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,RS,Serbia,2023,,467,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2000,,425,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2001,,439,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2002,,465,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2003,,464,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2004,,461,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2005,,479,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2006,,491,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2007,,488,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2008,,485,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2009,,472,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2010,,441,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2011,,453,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2012,,454,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2013,,455,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2014,,443,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2015,,451,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2016,,447,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2017,,452,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2018,,434,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2019,,449,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2020,,431,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2021,,418,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2022,,395,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SE,Sweden,2023,,392,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2000,,513,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2001,,478,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2002,,407,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2003,,418,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2004,,485,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2005,,494,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2006,,516,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2007,,525,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2008,,542,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2009,,524,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2010,,490,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2011,,415,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2012,,362,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2013,,414,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2014,,432,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2015,,449,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2016,,457,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2017,,471,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2018,,486,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2019,,504,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2020,,487,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2021,,511,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2022,,487,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SI,Slovenia,2023,,517,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,SK,Slovakia,2000,,254,,,,,
