STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,wst_oper,Waste management operations,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2018,,500,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2019,,505,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2020,,521,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2021,,534,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2022,,515,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2023,,511,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2000,,502,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2001,,465,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2002,,458,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2003,,466,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2004,,469,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2005,,478,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2006,,494,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2007,,506,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2008,,521,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2009,,480,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2010,,470,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2011,,505,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2012,,506,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2013,,493,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2014,,482,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2015,,500,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2016,,504,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2017,,510,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2018,,551,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2019,,566,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2020,,609,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2021,,630,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2022,,522,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2023,,468,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2000,,514,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2001,,526,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2002,,530,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2003,,506,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2004,,519,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2005,,529,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2006,,535,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2007,,542,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2008,,538,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2009,,534,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2010,,534,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2011,,534,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2012,,527,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2013,,520,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2014,,517,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2015,,516,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2016,,553,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2017,,558,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2018,,557,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2019,,555,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2020,,538,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2021,,564,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2022,,535,,ep,"estimated, provisional",,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2023,,530,,ep,"estimated, provisional",,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2000,,262,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2004,,304,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2005,,336,,e,estimated,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2006,,384,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2007,,399,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2008,,415,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2009,,405,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2010,,379,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2011,,384,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2012,,391,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2013,,407,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2014,,390,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2015,,398,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2016,,409,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2017,,424,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2018,,443,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2019,,459,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2020,,433,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2021,,456,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2022,,478,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HR,Croatia,2023,,475,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2000,,446,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2001,,452,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2002,,457,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2003,,464,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2004,,454,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2005,,461,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2006,,468,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2007,,457,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2008,,454,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2009,,430,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2010,,403,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2011,,382,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2012,,402,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2013,,379,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2014,,386,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2015,,379,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2016,,381,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2017,,387,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2018,,384,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2019,,390,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2020,,406,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2021,,420,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2022,,407,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,HU,Hungary,2023,,429,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2000,,599,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2001,,699,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2002,,692,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2003,,730,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2004,,737,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2005,,731,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2006,,792,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2007,,772,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2008,,718,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2009,,651,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2010,,624,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2011,,616,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2012,,585,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2014,,562,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2016,,580,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2017,,573,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2018,,595,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2019,,620,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IE,Ireland,2020,,637,,b,break in time series,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2000,,462,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2001,,467,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2002,,476,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2003,,484,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2004,,503,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2005,,516,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2006,,563,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2007,,558,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2008,,655,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2009,,414,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2010,,484,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2011,,495,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2012,,511,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2013,,516,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2014,,535,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2015,,588,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2016,,655,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2017,,656,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2018,,702,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2020,,614,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2021,,659,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IS,Iceland,2022,,595,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2000,,509,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2001,,516,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2002,,523,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2003,,523,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2004,,539,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2005,,544,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2006,,557,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2007,,554,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2008,,548,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2009,,539,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2010,,542,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2011,,523,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2012,,498,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2013,,490,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2014,,492,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2015,,490,,,,,
dataflow,ESTAT:CEI_PC031(1.0),Generation of municipal waste per capita,A,Annual,GEN,Waste generated,KG_HAB,Kilograms per capita,IT,Italy,2016,,501,,,,,
