STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,airpol,Air pollutants and greenhouse gases,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CH,Switzerland,2020,,3475.36575,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CH,Switzerland,2021,,3570.21288,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CH,Switzerland,2022,,3564.53283,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2008,,11180.38624,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2009,,10530.41014,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2010,,9809.83984,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2011,,8896.46841,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2012,,8046.96846,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2013,,7326.9229,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2014,,7812.52925,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2015,,7647.45814,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2016,,8058.0088,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2017,,8295.8435,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2018,,8283.56659,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2019,,7971.41145,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2020,,7773.42607,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2021,,7678.92786,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2022,,7689.09859,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CY,Cyprus,2023,,7714.93157,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2008,,12141.3319,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2009,,11080.23595,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2010,,11264.65022,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2011,,11052.09794,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2012,,10601.97474,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2013,,10130.84952,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2014,,10059.41301,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2015,,10009.27002,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2016,,10178.43918,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2017,,9968.33645,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2018,,10018.36383,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2019,,9457.32314,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2020,,8455.77208,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2021,,9118.7594,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2022,,9010.74188,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,CZ,Czechia,2023,,8013.36513,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2008,,10236.0934,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2009,,10100.14873,,bi,"break in time series, value imputed by Eurostat or other receiving agencies",,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2010,,9630.78906,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2011,,9652.76336,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2012,,9782.7178,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2013,,9873.48517,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2014,,9321.46954,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2015,,9288.05462,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2016,,9087.31555,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2017,,8939.57823,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2018,,8613.63438,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2019,,7787.97244,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2020,,6885.72688,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2021,,7389.89,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2022,,7366.90434,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DE,Germany,2023,,6571.09045,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2000,,15576.14062,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2001,,15617.63938,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2002,,15780.9025,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2003,,17373.02149,,,,,
dataflow,ESTAT:CEI_GSR011(1.0),Greenhouse gases emissions from production activities,A,Annual,GHG,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",TOTAL,Total - all NACE activities,KG_HAB,Kilograms per capita,DK,Denmark,2004,,16489.00415,,,,,
