STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,rawmat,Raw materials,stk_flow,Stock or flow,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LU,Luxembourg,2017,,1160,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LU,Luxembourg,2018,,776,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LU,Luxembourg,2019,,1473,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LU,Luxembourg,2020,,438,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LU,Luxembourg,2021,,258,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LU,Luxembourg,2022,,166,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LU,Luxembourg,2023,,200,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LU,Luxembourg,2024,,217,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2004,,35614,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2005,,56300,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2006,,165507,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2007,,118202,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2008,,226028,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2009,,297400,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2010,,360902,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2011,,490021,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2012,,530885,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2013,,484406,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2014,,528290,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2015,,482061,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2016,,424821,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2017,,475303,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2018,,540907,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2019,,432861,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2020,,542271,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2021,,675179,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2022,,480753,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2023,,478460,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,LV,Latvia,2024,,479779,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2004,,10377,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2005,,9604,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2006,,10141,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2007,,22391,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2008,,31770,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2009,,35446,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2010,,44644,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2011,,63504,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2012,,57333,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2013,,50235,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2014,,75785,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2015,,59158,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2016,,69965,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2017,,75092,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2018,,176922,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2019,,66817,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2020,,66930,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2021,,76024,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2022,,86359,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2023,,66227,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,MT,Malta,2024,,83395,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2004,,5160622,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2005,,5438707,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2006,,5675773,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2007,,5685654,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2008,,6134930,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2009,,7782874,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2010,,7442825,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2011,,6901959,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2012,,7067354,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2013,,5771147,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2014,,5957097,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2015,,6039039,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2016,,7248642,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2017,,7283019,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2018,,7286911,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2019,,6952526,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2020,,7071759,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2021,,7445639,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2022,,6574837,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2023,,6960153,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,NL,Netherlands,2024,,5956412,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2004,,616450,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2005,,342318,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2006,,244966,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2007,,257320,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2008,,381570,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2009,,415566,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2010,,478223,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2011,,571789,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2012,,659025,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2013,,666468,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2014,,633226,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2015,,567974,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2016,,712212,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2017,,653288,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2018,,994321,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2019,,1369565,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2020,,1597024,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2021,,1614874,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2022,,1359980,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2023,,2016587,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PL,Poland,2024,,1958790,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2004,,34466,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2005,,66450,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2006,,81813,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2007,,100257,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2008,,110925,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2009,,172720,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2010,,178801,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2011,,185553,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2012,,169104,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2013,,163186,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2014,,152390,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2015,,136322,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2016,,482138,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2017,,322232,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2018,,306724,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2019,,269551,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2020,,305375,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2021,,298621,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2022,,318412,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2023,,356249,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,PT,Portugal,2024,,314685,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2004,,2037218,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2005,,1427553,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2006,,1576773,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2007,,1713726,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2008,,1610251,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2009,,2246495,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2010,,2399885,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2011,,2355830,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2012,,1911194,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2013,,2030559,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2014,,1504415,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2015,,1070910,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2016,,919247,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2017,,1333063,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2018,,1436823,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2019,,1499956,,,,,
