STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,rawmat,Raw materials,stk_flow,Stock or flow,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2020,,1872834,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2021,,2018004,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2022,,1676579,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2023,,1885819,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,RO,Romania,2024,,1750853,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2004,,656143,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2005,,704781,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2006,,644172,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2007,,690334,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2008,,759136,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2009,,1184965,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2010,,1096041,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2011,,1204759,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2012,,1243291,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2013,,1104965,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2014,,1173795,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2015,,1074461,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2016,,1291999,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2017,,1312419,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2018,,1264140,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2019,,1492617,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2020,,1468364,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2021,,1357275,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2022,,1424850,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2023,,1692375,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SE,Sweden,2024,,1416119,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2004,,23736,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2005,,24729,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2006,,33687,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2007,,34397,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2008,,42021,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2009,,144536,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2010,,121084,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2011,,133504,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2012,,253499,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2013,,228089,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2014,,230781,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2015,,244098,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2016,,251374,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2017,,211668,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2018,,145269,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2019,,165310,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2020,,222040,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2021,,159810,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2022,,176510,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2023,,177578,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SI,Slovenia,2024,,99010,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2004,,27052,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2005,,28109,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2006,,30145,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2007,,22492,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2008,,21952,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2009,,24722,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2010,,37475,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2011,,51549,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2012,,52993,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2013,,46502,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2014,,63572,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2015,,58082,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2016,,59970,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2017,,237926,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2018,,229775,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2019,,168895,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2020,,172213,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2021,,185201,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2022,,100332,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2023,,146572,,,,,
dataflow,ESTAT:CEI_SRM020(1.0),Trade in recyclable raw materials,A,Annual,TOTAL,Total,EXP_XEU27_2020,Exports extra-EU27 (from 2020),T,Tonne,SK,Slovakia,2024,,121004,,,,,
